"index","VersionID","VersionName","AffectedVersion","Class","Ticket","Bugginess"
"7","12323267","4.3.0","4.3.0","FileInfo.java","BOOKKEEPER-815","YES"
"7","12323267","4.3.0","4.3.0","IndexPersistenceMgrTest.java","BOOKKEEPER-815","YES"
"7","12323267","4.3.0","4.3.0","FileInfo.java","BOOKKEEPER-815","YES"
"7","12323267","4.3.0","4.3.0","EntryLogger.java","BOOKKEEPER-695","YES"
"7","12323267","4.3.0","4.3.0","EntryLogger.java","BOOKKEEPER-695","YES"
"7","12323267","4.3.0","4.3.0","EntryLogger.java","BOOKKEEPER-695","YES"
"1","12317843","4.0.0","4.0.0","ConfigurationTest.java","BOOKKEEPER-242","YES"
"1","12317843","4.0.0","4.0.0","BookieJournalRollingTest.java","BOOKKEEPER-174","YES"
"1","12317843","4.0.0","4.0.0","Bookie.java","BOOKKEEPER-174","YES"
"1","12317843","4.0.0","4.0.0","FileInfo.java","BOOKKEEPER-169","YES"
"1","12317843","4.0.0","4.0.0","BookieJournalTest.java","BOOKKEEPER-169","YES"
"1","12317843","4.0.0","4.0.0","FileSystemUpgrade.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","CookieTest.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","Cookie.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","Bookie.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","BookieJournalTest.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","BookieException.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","TestFencing.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","TestEntryLog.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","UpgradeTest.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","ZooKeeperUtil.java","BOOKKEEPER-163","YES"
"1","12317843","4.0.0","4.0.0","BookieProtocol.java","BOOKKEEPER-162","YES"
"1","12317843","4.0.0","4.0.0","LedgerHandle.java","BOOKKEEPER-162","YES"
"1","12317843","4.0.0","4.0.0","BookieReadWriteTest.java","BOOKKEEPER-162","YES"
"1","12317843","4.0.0","4.0.0","LedgerCreateOp.java","BOOKKEEPER-153","YES"
"1","12317843","4.0.0","4.0.0","LedgerManager.java","BOOKKEEPER-153","YES"
"1","12317843","4.0.0","4.0.0","BookieFailureTest.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","LedgerHandle.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","DigestManager.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","RoundRobinDistributionSchedule.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","LedgerRecoveryOp.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","DistributionSchedule.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","BookieRecoveryTest.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","LedgerRecoveryTest.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","ReadLastConfirmedOp.java","BOOKKEEPER-152","YES"
"1","12317843","4.0.0","4.0.0","LedgerHandle.java","BOOKKEEPER-150","YES"
"1","12317843","4.0.0","4.0.0","LedgerMetadataImpl.java","BOOKKEEPER-150","YES"
"1","12317843","4.0.0","4.0.0","LedgerRecoveryTest.java","BOOKKEEPER-150","YES"
"1","12317843","4.0.0","4.0.0","EntryLogger.java","BOOKKEEPER-142","YES"
"1","12317843","4.0.0","4.0.0","HardLink.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","LocalBookKeeper.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","ZooKeeperWatcherBase.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","BenchReadThroughputLatency.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","MacDigestManager.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","ServerConfiguration.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","BookieException.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","Value.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","BookKeeperAdmin.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","FileSystemUpgrade.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","TestClient.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","ClientConfiguration.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","BenchThroughputLatency.java","BOOKKEEPER-56","YES"
"1","12317843","4.0.0","4.0.0","Cookie.java","BOOKKEEPER-56","YES"
"2","12319145","4.1.0","4.1.0","AbstractConfiguration.java","BOOKKEEPER-263","YES"
"2","12319145","4.1.0","4.1.0","TestEntryLog.java","BOOKKEEPER-234","YES"
"2","12319145","4.1.0","4.1.0","EntryLogger.java","BOOKKEEPER-234","YES"
"2","12319145","4.1.0","4.1.0","Journal.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","LedgerCache.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","InterleavedLedgerStorage.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","LedgerCacheImpl.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","IOUtils.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","JournalChannel.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","EntryLogger.java","BOOKKEEPER-232","YES"
"2","12319145","4.1.0","4.1.0","ZooKeeperUtil.java","BOOKKEEPER-231","YES"
"2","12319145","4.1.0","4.1.0","GarbageCollectorThread.java","BOOKKEEPER-229","YES"
"2","12319145","4.1.0","4.1.0","Bookie.java","BOOKKEEPER-216","YES"
"2","12319145","4.1.0","4.1.0","BookieServer.java","BOOKKEEPER-215","YES"
"1","12317843","4.0.0","4.0.0","Bookie.java","BOOKKEEPER-424","YES"
"1","12317843","4.0.0","4.0.0","BookieInitializationTest.java","BOOKKEEPER-424","YES"
"1","12317843","4.0.0","4.0.0","ZooKeeperWatcherBase.java","BOOKKEEPER-424","YES"
"1","12317843","4.0.0","4.0.0","LedgerRecoveryTest.java","BOOKKEEPER-365","YES"
"1","12317843","4.0.0","4.0.0","BookKeeperClusterTestCase.java","BOOKKEEPER-365","YES"
"1","12317843","4.0.0","4.0.0","LedgerHandle.java","BOOKKEEPER-337","YES"
"1","12317843","4.0.0","4.0.0","BookieWriteLedgerTest.java","BOOKKEEPER-337","YES"
"1","12317843","4.0.0","4.0.0","LocalBookKeeper.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","MathUtils.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","BookKeeper.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","Bookie.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","TestBKStats.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","PerChannelBookieClient.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","BKStats.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","Journal.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","GarbageCollectorThread.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","BookieServer.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","LocalBookKeeper.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","MathUtils.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","BookKeeper.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","Bookie.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","TestBKStats.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","PerChannelBookieClient.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","BKStats.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","Journal.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","GarbageCollectorThread.java","BOOKKEEPER-327","YES"
"1","12317843","4.0.0","4.0.0","BookieServer.java","BOOKKEEPER-327","YES"
"2","12319145","4.1.0","4.1.0","LedgerDescriptorImpl.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","LedgerDescriptorReadOnlyImpl.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","LedgerCacheImpl.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","InterleavedLedgerStorage.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","JournalChannel.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","TestFencing.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","LedgerStorage.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","FileInfo.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","LedgerDescriptor.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","Bookie.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","LedgerCache.java","BOOKKEEPER-500","YES"
"2","12319145","4.1.0","4.1.0","BookieReadWriteTest.java","BOOKKEEPER-408","YES"
"2","12319145","4.1.0","4.1.0","TestClient.java","BOOKKEEPER-396","YES"
"2","12319145","4.1.0","4.1.0","TestClient.java","BOOKKEEPER-396","YES"
"2","12319145","4.1.0","4.1.0","UpgradeTest.java","BOOKKEEPER-387","YES"
"2","12319145","4.1.0","4.1.0","FileSystemUpgrade.java","BOOKKEEPER-387","YES"
"2","12319145","4.1.0","4.1.0","UpgradeTest.java","BOOKKEEPER-387","YES"
"2","12319145","4.1.0","4.1.0","FileSystemUpgrade.java","BOOKKEEPER-387","YES"
"2","12319145","4.1.0","4.1.0","ReadOnlyLedgerHandle.java","BOOKKEEPER-355","YES"
"2","12319145","4.1.0","4.1.0","LedgerRecoveryTest.java","BOOKKEEPER-355","YES"
"2","12319145","4.1.0","4.1.0","LedgerHandle.java","BOOKKEEPER-355","YES"
"2","12319145","4.1.0","4.1.0","BookKeeperClusterTestCase.java","BOOKKEEPER-355","YES"
"2","12319145","4.1.0","4.1.0","EntryLogger.java","BOOKKEEPER-349","YES"
"2","12319145","4.1.0","4.1.0","BookKeeper.java","BOOKKEEPER-336","YES"
"2","12319145","4.1.0","4.1.0","PendingReadOp.java","BOOKKEEPER-336","YES"
"2","12319145","4.1.0","4.1.0","TestSpeculativeRead.java","BOOKKEEPER-336","YES"
"2","12319145","4.1.0","4.1.0","ClientConfiguration.java","BOOKKEEPER-336","YES"
"2","12319145","4.1.0","4.1.0","PerChannelBookieClient.java","BOOKKEEPER-326","YES"
"2","12319145","4.1.0","4.1.0","BookieFailureTest.java","BOOKKEEPER-326","YES"
"2","12319145","4.1.0","4.1.0","PerChannelBookieClient.java","BOOKKEEPER-326","YES"
"2","12319145","4.1.0","4.1.0","BookieFailureTest.java","BOOKKEEPER-326","YES"
"2","12319145","4.1.0","4.1.0","BookieJournalTest.java","BOOKKEEPER-294","YES"
"2","12319145","4.1.0","4.1.0","Bookie.java","BOOKKEEPER-294","YES"
"2","12319145","4.1.0","4.1.0","BookieInitializationTest.java","BOOKKEEPER-294","YES"
"2","12319145","4.1.0","4.1.0","BookieJournalTest.java","BOOKKEEPER-294","YES"
"2","12319145","4.1.0","4.1.0","Bookie.java","BOOKKEEPER-294","YES"
"2","12319145","4.1.0","4.1.0","BookieInitializationTest.java","BOOKKEEPER-294","YES"
"4","12320244","4.2.0","4.2.0","LedgerCacheTest.java","BOOKKEEPER-524","YES"
"4","12320244","4.2.0","4.2.0","EntryLogger.java","BOOKKEEPER-465","YES"
"4","12320244","4.2.0","4.2.0","CreateNewLogTest.java","BOOKKEEPER-465","YES"
"4","12320244","4.2.0","4.2.0","LedgerCacheTest.java","BOOKKEEPER-447","YES"
"4","12320244","4.2.0","4.2.0","EntryLogger.java","BOOKKEEPER-447","YES"
"4","12320244","4.2.0","4.2.0","Bookie.java","BOOKKEEPER-447","YES"
"4","12320244","4.2.0","4.2.0","LedgerCacheTest.java","BOOKKEEPER-447","YES"
"4","12320244","4.2.0","4.2.0","EntryLogger.java","BOOKKEEPER-447","YES"
"4","12320244","4.2.0","4.2.0","Bookie.java","BOOKKEEPER-447","YES"
"4","12320244","4.2.0","4.2.0","LedgerHandle.java","BOOKKEEPER-403","YES"
"4","12320244","4.2.0","4.2.0","TestBKStats.java","BOOKKEEPER-352","YES"
"4","12320244","4.2.0","4.2.0","TestBKStats.java","BOOKKEEPER-352","YES"
"4","12320244","4.2.0","4.2.0","BookKeeperTest.java","BOOKKEEPER-351","YES"
"4","12320244","4.2.0","4.2.0","ReadOnlyLedgerHandle.java","BOOKKEEPER-280","YES"
"4","12320244","4.2.0","4.2.0","LedgerHandle.java","BOOKKEEPER-280","YES"
"4","12320244","4.2.0","4.2.0","LedgerManagerIteratorTest.java","BOOKKEEPER-568","YES"
"4","12320244","4.2.0","4.2.0","LedgerManagerIteratorTest.java","BOOKKEEPER-568","YES"
"4","12320244","4.2.0","4.2.0","LedgerCacheTest.java","BOOKKEEPER-554","YES"
"4","12320244","4.2.0","4.2.0","LedgerCacheTest.java","BOOKKEEPER-554","YES"
"4","12320244","4.2.0","4.2.0","LedgerManagerTestCase.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","MSLedgerManagerFactory.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","HierarchicalLedgerManager.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","ScanAndCompareGarbageCollector.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","LedgerManager.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","GcLedgersTest.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","FlatLedgerManager.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","InMemoryMetastoreCursor.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","LedgerManagerTestCase.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","MSLedgerManagerFactory.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","HierarchicalLedgerManager.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","ScanAndCompareGarbageCollector.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","LedgerManager.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","GcLedgersTest.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","FlatLedgerManager.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","InMemoryMetastoreCursor.java","BOOKKEEPER-596","YES"
"4","12320244","4.2.0","4.2.0","LedgerHandle.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","BookieWriteLedgerTest.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","LedgerCloseTest.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","PendingAddOp.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","LedgerMetadataImpl.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","LedgerHandle.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","BookieWriteLedgerTest.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","LedgerCloseTest.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","PendingAddOp.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","LedgerMetadataImpl.java","BOOKKEEPER-584","YES"
"4","12320244","4.2.0","4.2.0","PendingReadOp.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","LedgerRecoveryOp.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","LedgerMetadataImpl.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","LedgerRecoveryTest.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","PendingReadOp.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","LedgerRecoveryOp.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","LedgerMetadataImpl.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","LedgerRecoveryTest.java","BOOKKEEPER-581","YES"
"4","12320244","4.2.0","4.2.0","AuditorElector.java","BOOKKEEPER-559","YES"
"4","12320244","4.2.0","4.2.0","AuditorElector.java","BOOKKEEPER-559","YES"
"4","12320244","4.2.0","4.2.0","BKException.java","BOOKKEEPER-446","YES"
"4","12320244","4.2.0","4.2.0","LedgerCreateDeleteTest.java","BOOKKEEPER-446","YES"
"4","12320244","4.2.0","4.2.0","BookKeeper.java","BOOKKEEPER-446","YES"
"4","12320244","4.2.0","4.2.0","BKException.java","BOOKKEEPER-446","YES"
"4","12320244","4.2.0","4.2.0","LedgerCreateDeleteTest.java","BOOKKEEPER-446","YES"
"4","12320244","4.2.0","4.2.0","BookKeeper.java","BOOKKEEPER-446","YES"
"5","12323840","4.2.1","4.2.1","TestPerChannelBookieClient.java","BOOKKEEPER-668","YES"
"5","12323840","4.2.1","4.2.1","PerChannelBookieClient.java","BOOKKEEPER-668","YES"
"5","12323840","4.2.1","4.2.1","TestPerChannelBookieClient.java","BOOKKEEPER-668","YES"
"5","12323840","4.2.1","4.2.1","PerChannelBookieClient.java","BOOKKEEPER-668","YES"
"5","12323840","4.2.1","4.2.1","LedgerMetadataImpl.java","BOOKKEEPER-667","YES"
"5","12323840","4.2.1","4.2.1","BookieRecoveryTest.java","BOOKKEEPER-667","YES"
"5","12323840","4.2.1","4.2.1","LedgerMetadataImpl.java","BOOKKEEPER-667","YES"
"5","12323840","4.2.1","4.2.1","BookieRecoveryTest.java","BOOKKEEPER-667","YES"
"5","12323840","4.2.1","4.2.1","EntryLogger.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","GarbageCollectorThread.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","CompactionTest.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","ServerConfiguration.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","EntryLogger.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","GarbageCollectorThread.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","CompactionTest.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","ServerConfiguration.java","BOOKKEEPER-664","YES"
"5","12323840","4.2.1","4.2.1","JournalChannel.java","BOOKKEEPER-636","YES"
"5","12323840","4.2.1","4.2.1","Journal.java","BOOKKEEPER-636","YES"
"5","12323840","4.2.1","4.2.1","JournalChannel.java","BOOKKEEPER-636","YES"
"5","12323840","4.2.1","4.2.1","Journal.java","BOOKKEEPER-636","YES"
"5","12323840","4.2.1","4.2.1","BookKeeperAdmin.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","AuditorElector.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","Auditor.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","AutoRecoveryMainTest.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","BookiesListener.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","AuditorLedgerCheckerTest.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","BookKeeperAdmin.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","AuditorElector.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","Auditor.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","AutoRecoveryMainTest.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","BookiesListener.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","AuditorLedgerCheckerTest.java","BOOKKEEPER-632","YES"
"5","12323840","4.2.1","4.2.1","LedgerCloseTest.java","BOOKKEEPER-623","YES"
"5","12323840","4.2.1","4.2.1","LedgerCloseTest.java","BOOKKEEPER-623","YES"
"5","12323840","4.2.1","4.2.1","BookieInitializationTest.java","BOOKKEEPER-619","YES"
"5","12323840","4.2.1","4.2.1","BookieInitializationTest.java","BOOKKEEPER-619","YES"
"5","12323840","4.2.1","4.2.1","ReadOnlyBookieTest.java","BOOKKEEPER-583","YES"
"5","12323840","4.2.1","4.2.1","ReadOnlyBookieTest.java","BOOKKEEPER-583","YES"
"5","12323840","4.2.1","4.2.1","Bookie.java","BOOKKEEPER-313","YES"
"5","12323840","4.2.1","4.2.1","BookieShutdownTest.java","BOOKKEEPER-313","YES"
"5","12323840","4.2.1","4.2.1","Bookie.java","BOOKKEEPER-313","YES"
"5","12323840","4.2.1","4.2.1","BookieShutdownTest.java","BOOKKEEPER-313","YES"
"4","12320244","4.2.0","4.2.0","PerChannelBookieClient.java","BOOKKEEPER-688","YES"
"4","12320244","4.2.0","4.2.0","PerChannelBookieClient.java","BOOKKEEPER-688","YES"
"4","12320244","4.2.0","4.2.0","BookieInitializationTest.java","BOOKKEEPER-686","YES"
"4","12320244","4.2.0","4.2.0","Bookie.java","BOOKKEEPER-686","YES"
"4","12320244","4.2.0","4.2.0","LedgerDirsManager.java","BOOKKEEPER-686","YES"
"4","12320244","4.2.0","4.2.0","BookKeeperAdmin.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","LedgerFragmentReplicator.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","BKException.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","BookKeeperCloseTest.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","LedgerHandle.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","PendingAddOp.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","BookKeeper.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","LedgerChecker.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","LedgerOpenOp.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","CleanupLedgerManager.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","ReadLastConfirmedOp.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","PerChannelBookieClient.java","BOOKKEEPER-654","YES"
"4","12320244","4.2.0","4.2.0","ClientConfiguration.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","SlowBookieTest.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","BookieClient.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","TestSpeculativeRead.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","BenchThroughputLatency.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","LedgerCloseTest.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","BenchReadThroughputLatency.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","TestReadTimeout.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","PerChannelBookieClient.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","ClientConfiguration.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","SlowBookieTest.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","BookieClient.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","TestSpeculativeRead.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","BenchThroughputLatency.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","LedgerCloseTest.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","BenchReadThroughputLatency.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","TestReadTimeout.java","BOOKKEEPER-602","YES"
"4","12320244","4.2.0","4.2.0","PerChannelBookieClient.java","BOOKKEEPER-602","YES"
"5","12323840","4.2.1","4.2.1","BookieServer.java","BOOKKEEPER-641","YES"
