"Class","Ticket","Date","Tree","FixVersion","OpenVersion","PredictedIV"
"ZooKeeperUtil.java","BOOKKEEPER-466","2012-11-21 12:24","tree fefe91dd3cf0b461d47e6196268f1a12358f7525 ------","4","2","2.451177547042204"
"Journal.java","BOOKKEEPER-436","2012-10-16 23:20","tree 6edaa7ac420242d083d311ae821babc505b1695a ------","4","2","2.451177547042204"
"Bookie.java","BOOKKEEPER-425","2012-10-26 16:25","tree d091bfe78e7bd20c61c663dc42daa73f282571bd ------","4","2","2.451177547042204"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-425","2012-10-26 16:25","tree d091bfe78e7bd20c61c663dc42daa73f282571bd ------","4","2","2.451177547042204"
"AutoRecoveryMain.java","BOOKKEEPER-425","2012-10-26 16:25","tree d091bfe78e7bd20c61c663dc42daa73f282571bd ------","4","2","2.451177547042204"
"AuditorBookieTest.java","BOOKKEEPER-425","2012-10-26 16:25","tree d091bfe78e7bd20c61c663dc42daa73f282571bd ------","4","2","2.451177547042204"
"ReadLastConfirmedOp.java","BOOKKEEPER-381","2012-08-27 14:43","tree 2fc70675502107675cfd110ab56507a58fb2ed42 ------","4","2","2.451177547042204"
"Version.java","BOOKKEEPER-338","2012-08-17 11:58","tree 183eb8215d8821140a3574d6474851807dc1433c ------","4","2","2.451177547042204"
"Bookie.java","BOOKKEEPER-324","2012-07-04 16:17","tree 1e7f85a571bc1c5751673e4c8046b5c6147347e0 ------","4","2","2.451177547042204"
"Bookie.java","BOOKKEEPER-324","2012-07-04 16:17","tree 1e7f85a571bc1c5751673e4c8046b5c6147347e0 ------","3","2","2.225588773521102"
"LedgerMetadataImpl.java","BOOKKEEPER-303","2012-06-27 15:35","tree a766f00dff402dff2bae0291fc7470c1a142702e ------","4","2","2.451177547042204"
"LedgerHandle.java","BOOKKEEPER-303","2012-06-27 15:35","tree a766f00dff402dff2bae0291fc7470c1a142702e ------","4","2","2.451177547042204"
"ServerConfiguration.java","BOOKKEEPER-549","2013-02-19 16:19","tree 9d868052e5c8766e983d42bea91b60f8dfa9f180 ------","5","4","4.2255887735211015"
"ServerConfiguration.java","BOOKKEEPER-549","2013-02-19 16:19","tree 9d868052e5c8766e983d42bea91b60f8dfa9f180 ------","7","4","4.676766320563305"
"ServerConfiguration.java","BOOKKEEPER-548","2013-02-19 16:15","tree 3ce3940cef1a613c462ba8734b15317ff62d46b3 ------","5","4","4.2255887735211015"
"ServerConfiguration.java","BOOKKEEPER-548","2013-02-19 16:15","tree 3ce3940cef1a613c462ba8734b15317ff62d46b3 ------","7","4","4.676766320563305"
"AbstractZkLedgerManager.java","BOOKKEEPER-663","2013-07-29 12:30","tree 821c7d41d5b45bdb665e8cc08665776be4179e03 ------","6","5","5.2255887735211015"
"GcLedgersTest.java","BOOKKEEPER-663","2013-07-29 12:30","tree 821c7d41d5b45bdb665e8cc08665776be4179e03 ------","6","5","5.2255887735211015"
"AbstractZkLedgerManager.java","BOOKKEEPER-663","2013-07-29 12:30","tree 821c7d41d5b45bdb665e8cc08665776be4179e03 ------","7","5","5.451177547042204"
"GcLedgersTest.java","BOOKKEEPER-663","2013-07-29 12:30","tree 821c7d41d5b45bdb665e8cc08665776be4179e03 ------","7","5","5.451177547042204"
"ZkUtils.java","BOOKKEEPER-649","2013-08-22 16:40","tree 10d6358499dbbd11b7a55f7fdc8187b14628138c ------","6","5","5.2255887735211015"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-649","2013-08-22 16:40","tree 10d6358499dbbd11b7a55f7fdc8187b14628138c ------","6","5","5.2255887735211015"
"ZkUtils.java","BOOKKEEPER-649","2013-08-22 16:40","tree 10d6358499dbbd11b7a55f7fdc8187b14628138c ------","7","5","5.451177547042204"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-649","2013-08-22 16:40","tree 10d6358499dbbd11b7a55f7fdc8187b14628138c ------","7","5","5.451177547042204"
"BookieServer.java","BOOKKEEPER-642","2013-07-24 16:55","tree 7a805d6376b6995a806c22dfa7ee862e0d6a8c8b ------","6","5","5.2255887735211015"
"Bookie.java","BOOKKEEPER-642","2013-07-24 16:55","tree 7a805d6376b6995a806c22dfa7ee862e0d6a8c8b ------","6","5","5.2255887735211015"
"BookieInitializationTest.java","BOOKKEEPER-642","2013-07-24 16:55","tree 7a805d6376b6995a806c22dfa7ee862e0d6a8c8b ------","6","5","5.2255887735211015"
"BookieServer.java","BOOKKEEPER-642","2013-07-24 16:55","tree 7a805d6376b6995a806c22dfa7ee862e0d6a8c8b ------","7","5","5.451177547042204"
"Bookie.java","BOOKKEEPER-642","2013-07-24 16:55","tree 7a805d6376b6995a806c22dfa7ee862e0d6a8c8b ------","7","5","5.451177547042204"
"BookieInitializationTest.java","BOOKKEEPER-642","2013-07-24 16:55","tree 7a805d6376b6995a806c22dfa7ee862e0d6a8c8b ------","7","5","5.451177547042204"
"TestPerChannelBookieClient.java","BOOKKEEPER-620","2013-06-28 17:27","tree f2c37c797923056f70b47848546c7ebf18fbd184 ------","6","5","5.2255887735211015"
"PerChannelBookieClient.java","BOOKKEEPER-620","2013-06-28 17:27","tree f2c37c797923056f70b47848546c7ebf18fbd184 ------","6","5","5.2255887735211015"
"TestPerChannelBookieClient.java","BOOKKEEPER-620","2013-06-28 17:27","tree f2c37c797923056f70b47848546c7ebf18fbd184 ------","7","5","5.451177547042204"
"PerChannelBookieClient.java","BOOKKEEPER-620","2013-06-28 17:27","tree f2c37c797923056f70b47848546c7ebf18fbd184 ------","7","5","5.451177547042204"
"LedgerCacheTest.java","BOOKKEEPER-604","2013-08-12 19:01","tree 7c983a2b4a504685ce434be4e348f65c5b5a6f2b ------","6","5","5.2255887735211015"
"LedgerCacheTest.java","BOOKKEEPER-604","2013-08-12 19:01","tree 7c983a2b4a504685ce434be4e348f65c5b5a6f2b ------","7","5","5.451177547042204"
"TestFencing.java","BOOKKEEPER-580","2013-08-23 18:48","tree 366186621270df810631d6dae621afd211646e9e ------","6","5","5.2255887735211015"
"TestFencing.java","BOOKKEEPER-580","2013-08-23 18:48","tree 366186621270df810631d6dae621afd211646e9e ------","7","5","5.451177547042204"
"CodahaleMetricsProvider.java","BOOKKEEPER-786","2014-09-22 12:11","tree 84ab16ad4e13df6c4cb8e91d9732e3b48c20fcb2 ------","7","5","5.451177547042204"
"ServerConfiguration.java","BOOKKEEPER-785","2014-09-18 06:47","tree 79151a5f7ca8980ec6f32ccd58c127d8368315ac ------","7","5","5.451177547042204"
"ClientConfiguration.java","BOOKKEEPER-785","2014-09-18 06:47","tree 79151a5f7ca8980ec6f32ccd58c127d8368315ac ------","7","5","5.451177547042204"
"LedgerHandle.java","BOOKKEEPER-785","2014-09-18 06:47","tree 79151a5f7ca8980ec6f32ccd58c127d8368315ac ------","7","5","5.451177547042204"
"BookKeeperCloseTest.java","BOOKKEEPER-784","2014-09-18 06:53","tree f550195f97d1428d45776989b7298ff27889ad0f ------","7","5","5.451177547042204"
"MultipleThreadReadTest.java","BOOKKEEPER-783","2014-09-17 16:32","tree 58919cc76ab9df32c27ec078a8be67460b0520ed ------","7","5","5.451177547042204"
"CodahaleMetricsProvider.java","BOOKKEEPER-779","2014-09-06 07:27","tree 419bc810b2d3d011efc5e9a70dfbbae487973b35 ------","7","5","5.451177547042204"
"TestTryReadLastConfirmed.java","BOOKKEEPER-778","2014-09-09 05:57","tree db2663f57ac7db9042a38318ffe7ba22060764b2 ------","7","5","5.451177547042204"
"CompactionTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","7","5","5.451177547042204"
"SyncThreadTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","7","5","5.451177547042204"
"BookieInitializationTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","7","5","5.451177547042204"
"AuditorPeriodicBookieCheckTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","7","5","5.451177547042204"
"CompactionTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","8","5","5.676766320563305"
"SyncThreadTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","8","5","5.676766320563305"
"BookieInitializationTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","8","5","5.676766320563305"
"AuditorPeriodicBookieCheckTest.java","BOOKKEEPER-767","2014-06-06 15:29","tree 3a2c7733cb0f2022f8039e945cd780eaf3f2e15d ------","8","5","5.676766320563305"
"ServerConfiguration.java","BOOKKEEPER-755","2014-05-15 00:41","tree 5bfc21b2660ebaa224caf0e953309976295f7068 ------","7","5","5.451177547042204"
"ServerConfiguration.java","BOOKKEEPER-755","2014-05-15 00:41","tree 5bfc21b2660ebaa224caf0e953309976295f7068 ------","8","5","5.676766320563305"
"LedgerHandle.java","BOOKKEEPER-751","2014-05-30 15:07","tree 1af0ee3ef25c2d438f11c88b629e903cdeafdde5 ------","7","5","5.451177547042204"
"LedgerHandle.java","BOOKKEEPER-751","2014-05-30 15:07","tree 1af0ee3ef25c2d438f11c88b629e903cdeafdde5 ------","8","5","5.676766320563305"
